nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade,default
"Tufail, al-Bagheri",4022.2295402648238,44.84814069049403,1,0,0,0,0,2,1
"Aishwaria, Fu",3643.1133187509786,33.84556977268034,1,1,1,0,0,2,1
"I K N Clinton, Luong",5150.473752874538,30.739341924851065,1,0,1,1,1,1,0
"Dawan, Small",3083.1288295550535,44.599026809859225,0,0,0,0,1,1,0
"Rafael, Kotsay-Beard",2425.638190460812,46.87745205629525,1,0,1,1,1,2,1
"Osue, Melonas",4377.476595044073,47.39591050191242,0,0,0,0,1,2,0
"Hakam, el-Yousif",4302.055102570268,54.050200571442375,0,0,1,0,1,3,0
"Demi, Hallman",4539.203650773021,54.91184592282358,0,1,0,0,1,3,0
"Tai, Kim",5275.96637907921,39.4171340271972,1,0,1,0,1,2,0
"Toni, Sparks",2129.4893278439376,56.09354939453785,1,1,0,0,0,0,1
"Allison, Franklin",2667.215891099845,20.056659096623026,1,1,0,0,0,3,1
"Mersadez, Jackson",3127.373498738303,26.474201278740637,1,1,0,1,1,3,1
"Shakiem, Morgan",4157.776649072224,53.65716352901572,1,0,1,0,1,2,0
"Shania, Chaparro",3430.168138878921,28.16675822341612,0,1,0,0,1,2,0
"Samantha, Moser",3082.2522394339985,46.9286119359796,1,1,1,0,1,2,0
"Dennis, Salgado",3032.9081166662563,52.463824867679556,0,0,0,0,1,3,1
"Martin, Wang",4010.8446884011655,31.033831849764066,1,0,1,0,1,3,0
"Joshua, Draper",3627.6728530500022,21.08390653319657,1,0,1,1,1,1,0
"Benelito, Bahena",4364.50045447252,34.64020923596222,0,0,1,1,1,1,0
"Shiema, Stevens",4787.583081339216,41.26197366053363,0,1,0,1,1,3,0
"Zuhra, el-Tariq",3314.096954017241,31.100198917475502,0,1,0,0,1,1,1
"Brandon, Bofill",3867.6346861536895,24.79096180000269,0,0,1,0,1,2,0
"Driahn, Moore",4660.804555232933,53.17339668393156,1,0,0,1,1,2,0
"Shuraih, al-Maroun",2437.9939112110887,29.427526626200113,0,0,1,0,1,1,1
"Auston, Welker",4379.027683972517,46.13846851041775,0,0,0,0,1,2,0
"Charlotte, Self",3840.8224713442846,37.80341734382886,0,1,0,1,0,2,1
"Da'Quan, Fountain",3240.2876841726866,44.00366223554954,1,0,1,0,0,1,0
"Brayan, Castanon-Banuelos",3047.643550651936,45.35068596924204,1,0,0,1,0,1,1
"Chet, Aslami",3977.50090220512,33.01799515686582,0,0,0,0,1,2,0
"Alan, Evans",3130.900406577047,37.86460080882683,1,0,0,0,0,0,1
"Jihaad, el-Mahmoud",3386.112557291171,20.094792848452926,1,0,1,0,1,2,0
"Derek, Czechowicz",3470.041248909201,45.07167440404007,0,0,0,1,1,1,0
"Joann, Tran",3673.411752570576,29.804972839928386,1,1,1,0,1,2,0
"Michel, Patchett",3929.867947285029,32.4805788829589,0,0,0,1,1,2,1
"Dominic, Jennings",2848.6178448776045,44.62634369890265,0,0,1,1,1,2,0
"Zulfa, al-Ghaffari",3041.456945870312,40.390191735890625,1,1,1,0,0,1,1
"Keenan, Watts",3257.6990565498054,28.830805324792514,1,0,0,0,0,1,1
"Iziah, Stone",2873.1921754848804,28.508229183799425,0,0,0,1,1,2,0
"Claire, Jackson",2830.043126276196,36.42585013290265,1,1,0,1,1,1,1
"Austyn, Williams",2335.830081855126,34.937914198631034,1,0,0,0,0,1,1
"Malca, Beaulieu",4904.892263125591,19.03363120276481,0,1,0,0,1,3,0
"Manoj, Pottorff",3891.8238875760453,46.33873346172839,1,0,1,0,0,2,0
"Brendan, Garramone",3449.1979111142155,35.18072904660309,1,0,0,0,1,1,1
"Derrick, Donaldson",3077.6187020061143,24.530487967764905,1,0,0,0,0,1,1
"Hamood, el-Abu",2918.5219115092145,38.63633364676721,1,0,1,1,1,2,0
"Tawfeeq, al-Soliman",4085.7615290875215,50.794306068750245,0,0,1,0,1,2,0
"Ashley, Martinez",3303.093740140699,62.513980967564606,0,1,0,1,1,1,0
"Jessica, Beneda",4670.599515038992,29.78319868364684,0,1,1,0,1,2,0
"Ashley, Anderson",3809.9392022220163,39.5458110797595,0,1,0,1,1,2,1
"Savannah, Lucas",4844.238822692589,42.78629342768212,0,1,0,0,1,3,0
"Aramis, Guzman",3842.379566317543,26.285216562432705,1,0,1,1,0,1,0
"Treandre, Davis",3526.593978169927,45.902911919636416,0,0,0,1,1,1,0
"Gabriela, Sarmiento",2400.7410298068257,25.316065722469837,1,1,0,0,0,2,1
"Darrin, Fields",2161.4655227614544,38.42990402137274,1,0,0,0,1,1,1
"Latischia, Yeadon",2005.3278112222367,30.58031339501314,0,1,1,1,0,0,1
"Brian, Zambrano",3395.747426490806,21.18004660734011,0,0,1,1,0,2,0
"Destinee, Kennedy",3460.5479752488873,45.87347432951749,0,1,1,0,1,3,0
"Lauren, Loughran",2099.0575104103914,46.001506486734584,1,1,1,0,0,1,1
"Shannon, Blagg",2766.7453886761045,21.329744576445755,1,1,1,0,1,2,1
"Graehm, Kelly",4856.955007941027,29.756845888852137,1,0,1,0,0,3,0
"Julisa, Lucero",3536.4073529358807,44.3637322810074,1,1,0,1,0,2,1
"Nadheer, el-Youssef",3829.473319494696,33.95601099915365,0,0,1,1,1,3,0
"Kirill, Kline",4064.531455007991,31.04289473364706,0,0,0,1,1,3,0
"Jordyn, Olivas",2893.402067113345,54.1658140666056,1,1,0,1,0,3,1
"Colin, Crum",4963.60553825327,27.690507664408855,1,0,0,0,1,2,0
"Umair, el-Sulaiman",3434.2150203593396,38.273190325417765,1,0,1,0,1,1,0
"Sulaimaan, el-Faris",4301.700548051729,20.058474847115576,0,0,0,0,0,3,0
"Adam, Pina",2901.990632207524,39.613182755810506,1,0,1,0,0,2,1
"Adriana, Casillas",4225.368260190695,31.403339945626932,0,1,1,1,1,2,0
"Martin, Castaneda-Delgado",3660.452245599502,43.78201518267521,1,0,1,0,0,3,0
"Allen, Porter",3868.5004582819106,60.14238662740647,1,0,1,0,1,3,0
"Joshua, Hilbert",3587.29889170248,52.92958040471639,1,0,0,0,1,1,1
"Grace, Nguyen",4330.022699156914,35.55944976339953,0,1,1,1,0,2,0
"Andrew, Nicolelli",3036.89595693735,18.55943029280752,0,0,1,1,0,1,1
"Najiyya, al-Bashir",3635.459802304692,19.788779439404607,0,1,1,1,0,2,1
"Patrick, Maldonado",4080.4451272145643,29.713661907731275,1,0,0,0,0,2,1
"James, Littlejohn",2850.4686162564776,39.025266072949655,0,0,0,0,0,0,1
"Marissa, Padilla",3289.020617831082,22.14040742620736,0,1,1,0,0,2,0
"Mariah, Konishi",3784.6979266582275,41.23222888898494,1,1,0,0,0,2,1
"Najaal, Thomas",3061.732885181952,58.740347743883675,0,0,1,0,0,3,0
"Tylan, Cole",2744.366340418815,20.934708263725042,1,1,0,0,1,2,1
"Tiffany, Fleury II",4137.643947091937,52.325278498154915,1,1,0,0,1,2,1
"Wisaam, el-Hosseini",3284.812146575687,52.43337236468599,0,0,0,0,1,3,0
"Lorraine, Jeong",2069.600466153297,30.598339988596656,0,1,0,0,1,2,1
"Luna, Gordon",3442.7376709512573,26.969115940985137,0,1,0,1,0,3,1
"Shailee, Gale-Warren",2970.0750378549533,30.12844775587203,1,1,0,0,1,1,1
"Jaylynn, Wilson",2561.7720705831616,32.90569076680562,0,1,1,0,1,1,0
"Rushdi, el-Masood",3504.7153026339506,49.43643823472398,0,0,1,0,1,2,0
"Raymond, Leber",3280.703326353778,48.05569232195892,1,0,1,0,1,2,0
"Tasia, Luke",2267.9562338197284,56.14650763314918,1,1,0,0,0,2,1
"Vivian, Aguayo Gutierrez",2370.5515638033107,26.835028285109217,0,1,1,0,0,2,1
"Aadila, al-Zia",3337.9196572754954,49.24620778499865,1,1,1,1,1,2,0
"Saisuriya, Le",3275.8981927374552,32.34074117871628,0,0,1,1,1,1,0
"Marianne, Kim",2977.147917200563,33.95474336163662,0,1,0,0,0,0,1
"Zachary, Bolding",4553.32107262361,36.12621630054139,1,0,0,0,1,2,0
"Avigail, Sandoval",4004.4696408940035,34.2150877535735,0,1,1,0,1,3,0
"Dominique, Arciniega",3166.347764691285,57.419526199841265,0,1,1,0,1,2,0
"Joey, Navarrete",3680.0555825051933,29.507450850406155,0,1,1,1,1,2,0
"Malia, Allen",2105.872468055153,26.26507870069442,1,1,0,1,0,1,1
"Wajeeha, el-Azzi",2231.5561345179763,59.89192561252747,0,1,1,1,1,0,1
"Mohra, Coles",3640.5966937981807,39.5581437899688,1,1,0,0,0,3,1
"Tiajuwan, Bailey",2366.5903185522848,45.648956911257876,1,0,0,0,1,1,1
"Haazim, al-Hammad",2683.7481270632443,61.036782583159116,1,0,1,0,0,2,0
"Jordahn, Smith",3638.183527198347,32.73539023815926,0,0,1,1,1,2,0
"Kyle, Sam",3651.316449089319,41.030458828915954,0,0,0,0,0,2,0
"Christian, Barela",3111.6916922829014,43.531550809433895,1,0,1,0,0,1,0
"Nicole, Gutierrez",2065.189345416403,18.54474782197132,1,1,0,0,0,2,1
"Kathryn, Martinez",2271.450273622126,48.9466632801203,1,1,0,0,0,3,1
"Chelsea, Purcell-Edwards",4085.003637000324,53.725677252313346,0,1,0,0,1,3,0
"Chase, Ambriz",3377.727910977893,55.95057895550322,0,0,0,0,1,0,0
"Enrico, Lee",3574.3111922605335,35.25866763645968,1,0,1,0,1,3,1
"Chad, Higgins",4197.926250458037,20.14970726040481,0,0,1,0,1,2,0
"Jose, Lopez",2863.7492943229436,34.321992175231934,0,0,1,0,0,2,0
"Adail, Lucero",2868.624363117375,21.62580123281535,0,0,0,1,0,2,0
"Hamaama, el-Khalid",2309.120724604709,18.731979515948794,1,1,0,0,0,1,1
"Taylor, Heitman",5065.478209905206,35.63918979713819,0,1,1,1,0,3,0
"Marky, Nguyen",3394.406405053064,39.34303276341142,0,0,1,0,0,2,0
"Yoonseo Rachael, Khundgaa",3118.787092319808,53.953286091879875,0,1,0,0,1,1,0
"Daniel, Sanchez",2823.7138346357706,37.86982991261966,0,0,1,0,0,1,1
"Phillip, Palmer",4190.1935924441805,42.175485864635924,1,0,1,0,0,2,0
"Mawdood, al-Alam",4952.866410570555,48.5658178293894,0,0,1,0,0,3,0
"Oshanee, Woodson",3401.8397392214656,31.86313013399968,1,1,0,1,1,1,1
"Nermin, Campos",4068.324814378147,34.40610619644832,0,0,1,1,1,3,0
"Muneera, al-Mousa",3571.931533550074,36.9725661536215,0,1,0,1,1,1,0
"Michael, Bonser",4391.567588998883,46.37184094946914,0,0,1,1,1,2,0
"Cristela, Maximo",3255.963647992105,45.682281628304764,1,1,1,0,1,3,0
"Amniyya, el-Samra",3447.55343002625,50.99746496943824,1,1,0,0,1,1,1
"James, Pehl",1811.4524041583347,19.57942380849272,1,0,0,0,1,2,1
"Audrey, Chhetry",2749.7704596784292,42.08514424605746,1,1,0,0,0,1,1
"Najma, al-Alli",3135.9653823070817,25.39233355804882,1,1,0,0,1,1,1
"Alexandra, Jackson",4981.513723158738,51.600682523728636,0,1,0,0,0,2,0
"Smaly, Ewton",4578.084329651139,33.75252162445356,0,1,1,0,1,3,0
"Janessa, Gutierrez",4617.192033961614,22.89488851992068,1,1,1,1,1,2,0
"Keyosha, King",4546.040848363857,56.654992883634876,0,1,1,1,0,2,0
"Kelly, Duncan",3478.7045860247254,55.531282029861586,0,1,1,0,1,3,0
"Cody, Warner",4079.5264418969514,41.05533718556731,0,0,1,1,1,1,0
"Brandon, Watkins",3782.2539362579696,45.627951688732914,0,0,0,0,0,0,1
"Sandora, Santee",3276.337181092464,59.393225312491744,0,1,0,0,0,2,1
"Gabriel, Lisle",3066.6021526829345,44.43387354588341,0,0,1,1,1,2,0
"Jensen, Watchman",3918.5343121866977,31.65688639520142,1,0,1,0,1,3,0
"Monica, Bobb",1959.2717784674103,50.20048719329243,0,1,1,0,1,0,1
"Khadijah, Williams",4562.733494114909,33.03439679580631,1,1,1,1,0,1,0
"Stephanie, Drexel",2580.7111534289743,51.897173352098996,0,1,1,0,1,2,1
"Nicole, Mcginn",2939.1293906653013,37.206152401383385,1,1,0,0,1,2,1
"Daniel, Gaffney",4655.511557449866,48.34776712995229,0,0,1,0,0,3,0
"Devin, Gordon",4309.777527896648,35.517567435843965,1,0,1,1,0,3,0
"Dalton, Mayo",3399.394807621019,51.98298957243342,0,0,0,0,1,0,0
"Meera, Froning",3240.9999785424243,26.467088431068454,1,1,0,0,0,1,1
"Samantha, Guth",4238.428280433755,55.54114693007991,1,1,0,0,0,3,0
"Alycia, Gutierrez",4488.759755549793,38.577485031652444,0,1,0,0,1,2,0
"Brandon, Myers",2870.922712838887,28.397618944871297,1,0,0,0,1,2,1
"Ameena, el-Sayed",2897.1313428363205,60.384319274390734,1,1,0,0,1,2,1
"Tevin, Mengesha",4189.9974750221045,44.75609202570037,0,0,1,0,1,1,0
"America, Melchor-Zamora",3087.2266468680054,39.449582215850484,1,1,0,0,1,3,1
"Alexis, Pak",3186.789790241902,44.148087988681304,1,1,0,0,0,1,1
"Caleb, Silla",2645.706442626694,21.424626549484067,1,0,1,0,0,1,1
"Faunte, Vizzini",4276.355736276013,47.75902538825105,1,0,1,0,1,3,0
"Shaheed, el-Pashia",4723.024729720243,35.714852074669935,0,0,0,0,0,0,0
"Jacob, Werner",2971.221473343604,23.575863054616278,1,0,0,0,1,2,0
"Annie, Rockwell",3042.3997291018004,26.28329429348664,1,1,0,0,0,1,1
"Jeannette, Fernandez Gonzalez",3009.1827509919312,46.79284189467038,0,1,0,0,1,2,0
"Abdul Noor, al-Demian",4456.562621214173,56.29747081201628,0,0,1,1,0,3,0
"Kira, Taylor",3266.9514217917,51.284672218871734,1,1,0,0,0,1,1
"Conner, Bartole",3224.0812498592827,42.75725349391441,0,0,1,0,1,3,0
"Elijah, Gardner",3901.8365296836237,55.504276974845915,1,0,1,0,1,2,0
"Selena, Chacon",4389.791068903058,41.712766287008655,0,1,1,0,1,0,0
"Jeremy, Smith",3193.364654691249,53.173428105141255,1,0,1,1,1,2,0
"Deepak, Iritani",4251.882187918503,31.344250373845377,0,0,0,1,1,3,0
"Bria, Wallace",3155.208906378335,44.825654082670624,1,1,1,0,1,3,0
"Zitlaly, Garcia",3346.189172097983,24.715614800258347,1,1,0,0,1,2,1
"Britnnie, Lopez",4667.913679072545,37.876361665202715,1,1,1,0,1,2,0
"Raabiya, al-Iqbal",3419.3890483078194,39.80693645413126,1,1,0,0,0,3,1
"Destinee, Olguin",2530.815227064079,28.1330705335598,0,1,1,1,0,1,1
"Britinie, Sailas",2793.6713136134977,24.29507853441263,0,1,0,0,0,1,1
"Latoya, Upton",2949.73366355885,51.360911931544706,1,1,0,0,1,1,1
"Dominic, Gutierrez",3499.338211137269,35.437796289345755,1,0,0,0,1,2,0
"Ryann, Walton",2451.1265980487346,39.284257749459414,0,1,0,0,0,1,1
"Michaela, Muramatsu",4238.453640653148,27.661324769481066,1,1,1,0,1,2,0
"Zayyaan, el-Kazi",3076.308851874381,39.93364762912931,1,0,0,1,1,2,1
"Lili, Jacildo",3269.0694167335464,26.70098359239264,1,1,0,0,0,3,1
"Wayne, Dumas",4759.250226101052,44.67780061448937,1,0,1,0,1,2,0
"Radiyya, el-Kaleel",3116.642757442587,46.85432566210228,1,1,0,0,1,1,1
"Taju, Percell",3423.8012158542206,42.9764629956261,0,0,1,0,1,2,0
"Man, Kim",4549.099800965058,42.875745228674376,0,0,1,1,1,0,0
"Mackenzie, Hodges",1913.0203572836404,18.814800250627673,0,1,0,1,1,2,1
"Cheyenne, Solano",2873.5256074288377,43.682438550760466,1,1,0,0,1,3,1
"Marnita, Dedios",3226.7433894790474,31.812928779274014,1,1,1,0,0,1,0
"Jasmine, Le",2521.306377052706,57.13651913754574,1,1,1,0,1,1,1
"Manuel, Vargas",3193.422039095548,35.24938138154452,0,0,1,1,1,1,0
"Baahir, al-Badour",3754.2611893180065,30.28010243487593,1,0,1,1,0,1,0
"Jose, Zamarripa Cortes",2802.3847902261623,55.2244880844234,1,0,0,0,1,1,1
"Jeelaan, el-Sani",2528.2332979426824,27.97703602634631,1,1,0,0,1,2,1
"Andrew, Carrieri",2483.961453668371,33.21783187604422,1,0,0,0,0,1,1
"Ahkmahd, Pietrangelo",3514.6520934671125,49.78026977738736,0,0,1,0,1,3,0
"Allison, Kindsfather",3896.301458385977,41.665801572550876,1,1,1,1,1,3,0
"Killian, Khatri",4637.271476865979,38.12197330013036,0,0,1,1,0,1,0
"Nia, Barraza",2650.782216506357,26.058691609422674,1,1,0,0,0,1,1
"Stephanie, Plascencia",3379.1022654175763,28.861748861044546,1,1,0,0,0,2,1
"Raylene, Sanchez",2598.014845865052,38.8570242839789,1,1,0,0,1,2,1
"Aasiya, el-Farha",2867.339941468682,56.19296220517456,1,1,1,1,1,2,1
"Adam, Ganesh",3960.9797786197155,24.06235254177006,0,0,0,0,0,2,1
"Elizabeth, Hennig",3771.439832213736,33.424097684774644,1,1,0,0,0,1,1
"David, Carter",4647.081092088195,36.448061016416986,0,0,1,1,1,2,0
"Adrianna, Abarca",2781.920051713447,46.76556951119839,0,1,1,0,1,2,0
"Brent, Shumock",4869.117498219002,30.424681155659933,0,0,1,0,0,2,0
"Rajab, el-Fahmy",3101.2280780379083,18.157816968858242,0,0,1,0,1,3,0
"Kelyn, Peterson",2896.9813522905406,54.031798526755054,1,0,1,0,1,2,0
"Selina, Marrujo",3762.1666511950834,44.0825485004554,0,1,1,1,1,2,0
"Tanner, St James",3961.3148453548683,25.492075796129242,0,0,0,0,0,2,0
"David, King",2680.410971616454,37.55569364789911,0,0,0,0,1,0,0
"Massouda, Margen",2950.9750999068374,40.862794164372374,1,1,0,0,0,1,1
"Tyler, Yesaulov",4108.626992784157,44.52863325050685,1,0,1,1,1,3,0
"Elizabeth, Byram",2683.5444390979874,51.440202875138205,1,1,0,1,0,2,1
"Cassandra, Stein",4058.3291474726952,20.41355706192553,1,1,0,1,1,2,1
"Zachary, Mena",4945.38302234603,51.40258750967477,0,0,1,1,0,3,0
"Haafil, al-Ghanem",4001.378250591485,33.595161496784165,0,0,1,0,1,2,0
"Brendan, Moore",4722.461987178687,20.15451990067959,1,0,0,0,1,3,0
"Naaji, el-Shaikh",4218.304142505868,49.11827209975353,1,0,0,0,0,1,1
"Breanna, Medina",4455.60937719456,20.04851202329236,1,1,1,0,1,1,0
"Josea, Banks",2294.7666510431873,46.859451668862874,1,1,0,0,1,2,1
"Paetiance, Untalan",2896.4772070469016,26.330790993316047,1,1,1,0,0,0,1
"Brian, Chavez",2953.081086919545,34.71139268878588,1,0,0,1,1,2,1
"Najma, al-Meer",2604.960451836324,32.69641398792369,1,1,1,0,1,2,1
"Farley, Lott",4653.40368447014,52.213313063824096,0,0,1,0,1,2,0
"Paige, Pesch",3482.0594504323985,30.99505057221947,1,1,0,0,1,0,1
"Devin, Gibson",2456.5366717943866,25.054952349438786,1,0,1,0,1,1,1
"Ermias, Jackson",3677.149287842617,42.43903616795315,1,0,1,1,0,1,0
"Nashat, el-Uddin",4096.805140817229,53.22232637693238,0,0,1,0,0,2,0
"Taraya, Johnson",4061.722341752386,43.81354992680482,1,1,0,0,1,2,0
"Taylor, Lander",3820.194434045373,37.53656949989126,1,1,0,0,0,0,1
"Daniel, Lindsey",3978.5135029039266,62.98315185323611,1,0,0,0,0,2,1
"Charlotte, Woolsey",3649.4197925225367,37.791201951376095,0,1,0,0,0,0,1
"Ronnie, Boyd",4257.339205001909,51.30093362098788,1,0,0,1,0,2,0
"Angela, Miller",4216.9170567029,42.92974324570245,0,1,0,0,1,2,0
"Andrew, Holguin",3537.6760121059715,47.5094445141017,1,0,0,0,0,1,1
"Jaleel, Bell",1980.239082149747,48.72932281865923,1,0,0,0,1,2,1
"Sydney, Bachelder",3178.5411004330113,48.27729311565599,1,1,0,0,0,1,1
"Seung, Niko",3616.488821202252,18.478309637656253,0,0,0,0,1,2,0
"Suhail, al-Khatib",3087.4045789811757,28.709073845650952,1,0,1,1,1,2,1
"Elijah, House",3141.838524113331,27.32915044616261,1,0,1,0,1,2,0
"Taaliba, al-Radwan",3009.018265492087,43.55218637293337,0,1,0,0,1,1,1
"Rida, al-Azimi",4433.458831465508,23.141431937304358,0,0,0,0,1,1,0
"Byung, Crupi",4149.9928890756655,34.65351358536157,1,0,0,0,1,2,0
"Marcus, James",3560.423531753151,32.80729054190514,0,0,0,0,0,2,0
"Janie, Olivas",4457.528713393828,21.13051151111722,1,1,1,0,0,2,0
"Aaron, Allen",3344.8084102625044,44.65273580969058,1,0,0,0,0,1,1
"Lynnaya, Anderson",3613.3800088666712,63.06050260397074,0,1,1,0,1,2,0
"Benton, French",2513.6928694147814,40.602583459102725,1,0,0,0,0,1,1
"Joseph, Mendoza",4496.595167506306,45.53865475334506,0,0,1,1,1,2,0
"Janice, Martinez",2362.9095706133644,27.07200066388939,1,1,1,0,1,2,1
"Humaina, al-Kaiser",2222.5066311032338,20.108894440345466,1,1,0,0,0,1,1
"Deandre, Thomas",4132.389979213343,42.361713298591326,0,0,1,0,1,2,0
"Ciana, Baker",3794.07747387455,20.253894187510014,1,1,0,0,1,2,1
"Abdul Kader, el-Halaby",3930.5543146677433,26.92108743592971,1,0,0,0,1,2,1
"Tyson, Marrs",4369.281211984826,35.34378007194024,0,0,1,0,1,1,0
"Tyler, Thomas",3780.0985172239753,44.578314228855234,1,0,0,0,1,1,1
"James, Littles",4537.596240696001,33.15539186384548,0,0,1,0,1,1,0
"Tayrou, Mcdonald",2948.618619312744,37.41989112337187,0,0,0,0,0,2,0
"Jeffrey, Karamsetty",3019.23067946232,50.30301360964048,0,0,0,0,1,2,0
"Kabeer, el-Hosseini",3701.6227487560122,40.77201447635738,0,0,0,0,0,2,1
"Angelina, Delgado",2578.7208973326533,23.70337644913862,1,1,0,0,1,2,1
"Elizabeth, Sanchez",2186.861546656161,20.85037213936448,0,1,0,0,1,1,1
"Trevor, Briseno",4877.107865571229,38.278613760517985,1,0,1,1,1,2,0
"Jawhara, el-Baddour",2587.401777604145,47.67946612642147,0,1,1,0,1,0,1
"Fuaad, al-Suleiman",2057.9434595640546,29.15541053915124,1,0,0,0,1,3,1
"David, Baker",2961.61585664102,52.82339342658791,1,0,0,0,1,1,1
"Kori, Lewis III",1762.3474838002837,32.18035394919481,1,0,0,0,0,1,1
"Zheng, Fox",3923.6816083769672,36.07788851735599,0,0,1,1,1,2,0
"Rodrigo, Salazar",4849.91002252625,37.16273943534716,1,0,1,0,0,3,0
"Tylor, Gonzalez",3268.1608483354776,35.56398939078191,0,0,1,0,1,2,0
"Abdul Fattaah, el-Saeed",3649.11606673269,30.46213844493663,0,0,1,0,0,1,0
"Kasimir, Henderson",3089.2367718017204,52.72562834493449,1,0,1,1,1,2,1
"Michael, Engel",3214.301093366615,32.97367862794106,1,0,0,1,0,1,1
"Cara, Pollock",4237.349983454266,31.5001631657593,1,1,1,1,1,2,0
"Cheyenne, Allen",3437.413996775146,61.180180642027366,1,1,0,0,1,0,1
"Eric, Xiong",2339.4088841650337,46.4072102719483,1,0,0,0,0,2,1
"Rhiannon, Woodie",2741.929364890349,42.84084750115076,0,1,0,0,1,2,1
"Rhemedio, Willow",4521.3210180223705,20.589164523771373,0,0,1,0,0,2,0
"Istiaq, Layden",4379.1127000335655,58.369783200276146,1,0,1,0,1,2,0
"Kioni, Moffitt Lucas",2729.9074513010482,50.14149763116,1,1,0,0,1,0,1
"Queen, Baird",3853.425480968566,45.59160807922109,1,1,1,0,1,2,0
"Leah, Felser",1805.3690503247635,42.13235200191616,0,1,0,0,0,3,1
"Halley, Yakubov",4148.516930852415,63.106753781323455,0,1,1,1,1,3,0
"Fateen, el-Hasen",4196.131342751181,38.314052504289826,0,0,1,0,0,2,0
"Berhanmeskel, Dedrick",3938.4310491542738,63.942611219584066,0,0,0,0,0,3,0
"Emily, Pyakuryal",2520.327052576095,51.32647020029735,1,1,0,0,0,1,1
"Jay, Pavisook",4533.750242886404,29.213578925065924,0,0,0,0,1,0,0
"Jessica, Esquivel",4451.16161036816,46.35803912694912,1,1,1,0,1,2,0
"Gregory, Anderson",3634.338243109759,36.49499359432376,0,0,1,0,1,2,0
"Eduardo, Montano",3012.5946665495267,50.04067509348435,0,0,1,0,1,2,1
"Alma, Owen",5113.597572764413,51.54248722435493,1,1,1,1,1,1,0
"Ma,Roof, el-Jaffer",2168.060790636464,42.11805766407514,0,0,0,0,1,1,1
"Brian, Baxter",4904.359312053872,41.535512997912036,0,0,0,1,1,0,0
"Haashid, al-Shaheed",4662.100113476774,55.86881658001345,0,0,0,1,0,2,0
"Cody, Garrison",4459.889345029767,25.055526277523995,1,0,1,0,0,0,0
"Joseph, Pandit",3431.769655675091,54.28388330732751,0,0,0,1,1,1,0
"Jacob, Lewis",2332.263192376613,33.49588013138659,1,0,0,0,0,1,1
"Michael, Aparicio",3313.7750134946764,33.066670261293226,0,0,0,0,1,3,0
"Taylor, Foley",2629.7297471165366,39.03432364327894,1,1,0,0,1,1,1
"Nicolas, Tieman",3943.053097310012,31.036726623043833,0,0,0,0,1,2,0
"Bethany, Ott",2559.796600415224,40.630415904594756,1,1,0,0,0,1,1
"Marilyn, Martinez",2836.109250733605,21.583179587641602,1,1,0,0,1,3,1
"Vinson, Fan",3610.241981067368,33.903006597254524,0,0,1,0,0,2,0
"Francisco, Rocha",3774.816835408058,36.08220257967751,1,0,1,1,1,2,0
"Darren, Park",3618.1852382465,53.524542832980494,1,0,0,0,1,1,1
"Dollee, Nguyen",4512.000379446161,45.06358081931981,0,1,0,0,1,3,0
"Felicity, Galindo-Estrada",4274.183720852085,33.077480253405376,1,1,1,0,0,2,0
"Miqdaad, al-Nagi",3302.0020917315333,36.93342853825663,0,0,1,0,1,3,0
"Mason, Lynn-Vecqueray",3705.8815896328715,24.86890446173716,0,0,1,0,0,2,0
"Justin, York",2437.106334653794,18.688908613853044,0,0,0,0,1,1,1
"Emily, Theune",2283.515926424259,47.564089723526045,0,1,0,0,1,2,1
"Diego, Martinez",3252.259514786568,55.909938090944436,1,0,1,1,0,2,1
"Faith, Fisher",3886.529148660478,37.64870579328251,0,1,1,1,0,2,0
"Kuer, Wedgeworth",1928.6894514853416,37.35055958044863,1,0,1,0,1,0,1
"Kristofer, Ordaz Murillo",3370.079575427182,53.25971436530652,0,0,1,1,0,2,0
"Jennifer, Harrison",2312.8320836425296,28.43558375228761,1,1,1,0,1,1,1
"Zachary, Brunt",3693.5145452609095,44.68739643369203,0,0,1,1,1,2,0
"Hannah, Ismail",3396.7813710066375,59.99553453520116,1,1,1,0,1,0,0
"Jaynee, Henderson",3130.1327107816,50.70948881940826,0,1,0,0,1,1,1
"Keith, Gomez-Rascon",3857.0472475739134,55.14192555807578,1,0,0,0,1,1,1
"Marcus, Hopkins",4040.455031356307,47.37358952005819,0,0,0,0,1,1,1
"Taylor, Magat",3213.780638935288,33.63129352580748,0,1,1,1,1,2,1
